"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Profundidad","Temp. ambiente","Transparencia Secchi","Sólidos totales","Nitrógeno total","Clorofilas","fecha","año","mes","est"
20,8.82,8.16,981,47,445.5,96.08,167,0.82,0.319,0.022,1.32,1.32,17.18,0.299,10.56,120.36,7.74,0.37,56,654,0.1,,2.703,0.0025,0.005,5e-04,0.05,0.05,1.427,0.144,5e-04,,0.0025,,0.02,3,3,4,,,710,1.32,,2009-04-27,"2009","4","LZ-06"
20,8.94,9.99,990,45,422.1,87.5,139.2,0.68,0.1,0.022,0.66,0.66,16.09,0.241,10.52,105.09,9.24,0.37,65,648,0.1,,2.354,0.0025,0.005,5e-04,0.05,0.05,1.192,0.127,5e-04,,0.0025,,540,3,3,3.6,,,713,0.66,,2009-04-27,"2009","4","LZ-07"
20,8.91,8.77,987,38,422.1,89.22,167,0.79,0.283,0.022,0.99,0.99,14.51,0.248,10.64,110.57,7.75,0.37,38,670,0.1,,2.032,0.0025,0.005,5e-04,0.05,0.05,1.036,0.118,5e-04,,0.0025,,540,3,3,2,,,708,0.99,,2009-04-27,"2009","4","LZ-04"
20,8.93,8.16,997,40,469,87.5,139.2,0.76,0.279,0.022,1.65,1.65,14.46,0.28,10.94,115.27,8.65,0.37,6,690,0.1,,2.006,0.0025,0.005,5e-04,0.05,0.05,1.072,0.121,5e-04,,0.0025,,0.02,3,3,1.1,,,696,1.65,,2009-04-27,"2009","4","LZ-09"
20,8.88,8.77,1000,45.5,445.5,89.22,135.7,0.68,0.313,0.022,2.64,2.64,15.59,0.243,12.32,116.84,5.56,0.265,38,682,0.1,,2.867,0.0025,0.005,5e-04,0.05,0.05,1.538,0.15,5e-04,,0.0025,,510,3,3,0.9,,,720,2.64,,2009-04-27,"2009","4","LZ-01"
20,8.91,10.2,1007,71,422.1,87.5,167,0.77,0.413,0.022,3.3,3.3,16.93,0.269,14.42,143.07,10.54,0.37,102,668,0.1,,4.571,0.0025,0.005,5e-04,0.05,0.05,2.7075,0.184,5e-04,,0.0025,,520,3,3,0.8,,,770,3.3,,2009-04-27,"2009","4","LZ-11"
20,8.85,8.97,997,32,469,85.78,135.7,0.63,0.259,0.022,1.32,1.32,14.41,0.351,12.9,160.69,7.73,0.274,90,632,0.1,,1.867,0.0025,0.005,5e-04,0.05,0.05,0.97,0.112,5e-04,,0.0025,,0.05,3,3,2.6,,,722,1.32,,2009-04-27,"2009","4","LZ-03"
20,8.82,7.14,1001,44.5,469,85.78,139.2,0.75,0.34,0.022,1.98,1.98,15.02,0.226,12.9,128.58,11.04,0.37,45,694,0.1,,2.583,0.0025,0.005,5e-04,0.05,0.05,1.357,0.136,5e-04,,0.0025,,530,4000,4000,4,,,739,1.98,,2009-04-27,"2009","4","LZ-02"
20,8.51,7.54,1055,20,469,96.08,174,0.75,0.26,0.022,1.93,1.93,11.01,0.196,8.53,103.91,6.08,0.37,64,638,0.1,,0.58,0.0025,0.005,5e-04,0.05,0.05,0.538,0.134,5e-04,,0.0025,,0.02,3,3,3,,,702,1.93,,2009-04-27,"2009","4","LZ-14"
25,8.82,6.28,1031,52.6,458.4,100.6,187.4,0.87,0.1,340,4.78,4.78,28.11,,12.28,132.3,12.1,0.37,19,708,,0.79,1.106,105,0.005,5e-04,0.05,0.05,0.955,0.154,80000,0.1,0.0025,,0.121,3,3,4,15,0.16,727,4.78,,2009-05-26,"2009","5","LZ-05"
26,8.87,7.7,1022,47.2,412,98.77,164.4,0.93,0.1,0.022,6.38,6.38,27.25,0.44,15.28,116.7,11.82,0.34,27,707,,0.99,3.157,0.0025,0.005,5e-04,0.05,0.05,1.488,0.119,5e-04,0.1,0.0025,,610,3,3,3.5,18,0.13,734,6.38,,2009-05-26,"2009","5","LZ-06"
24,8.93,8.1,1030,45.6,458,100.6,149.1,0.96,0.1,0.022,4.78,4.78,27.25,0.24,13.36,107.18,9.06,0.37,8,714,,0.58,3.511,0.0025,0.005,5e-04,0.05,0.05,1.614,0.122,70000,0.1,0.0025,,0.02,3,3,3.9,20,0.12,722,4.78,,2009-05-26,"2009","5","LZ-07"
26,8.84,6.68,1023,69.2,458,100.6,145.3,0.95,0.1,0.022,0.53,0.53,27.45,0.17,16.8,120.13,15.05,0.42,72,693,,1,4.978,0.0025,0.005,5e-04,0.05,0.05,2.175,0.142,70000,0.1,0.0025,,540,4000,4000,1.9,20,0.12,765,0.53,,2009-05-26,"2009","5","LZ-04"
25,8.9,6.48,1030,79.4,366,99.69,145.3,0.91,0.1,0.022,0.53,0.53,30.09,,18.72,126.41,13.53,0.34,56,701,,0.79,6.402,5000,0.005,5e-04,0.05,0.05,2.86,0.166,80000,0.1,0.0025,,0.02,4000,4000,1.7,21,0.1,757,0.53,,2009-05-26,"2009","5","LZ-09"
22,8.89,8.51,1033,39.1,458,96.94,153,0.83,0.1,0.022,0.53,0.53,25.92,,12.5,102.07,11.91,0.37,53,678,,0.79,2.6,5100,0.005,5e-04,0.05,0.05,1.223,0.127,60000,0.1,0.0025,,0.02,3,3,2,22,0.13,731,0.53,,2009-05-26,"2009","5","LZ-01"
25,8.76,7.29,1031,48.3,412,102.43,160.6,0.84,0.1,0.022,0.53,0.53,26.22,,1.54,117.78,11.23,0.4,44,677,,0.79,3.179,5300,0.005,5e-04,0.05,0.05,1.6,0.173,50000,0.1,0.0025,,0.121,3,3,0.95,25,0.11,721,0.53,,2009-05-26,"2009","5","LZ-11"
26,8.74,7.9,1039,51.8,458,104.26,154.9,0.9,0.1,0.022,0.53,0.53,25.64,,14.14,103.25,10.53,0.37,14,695,,0.58,3.645,5400,0.005,5e-04,0.05,0.05,1.916,0.198,70000,0.1,0.0025,,750,3,3,0.92,25,0.08,709,0.53,,2009-05-26,"2009","5","LZ-03"
24,8.82,6.28,1031,44.8,458,98.77,156.8,0.95,0.1,0.022,2.39,2.39,25.87,,15.4,106.4,11.05,0.37,1.3,781.7,,0.79,2.471,5400,0.005,5e-04,0.05,0.05,1.25,0.183,50000,0.1,0.0025,,0.02,3,3,3.07,25,0.14,783,2.39,,2009-05-26,"2009","5","LZ-02"
26,8.6,7.09,1078,18.2,458,98.77,183.6,0.9,0.1,0.022,2.66,2.66,18.77,,10.2,98.15,10.1,0.37,1,708,,0.68,0.697,5200,0.005,5e-04,0.05,0.05,0.531,0.21,50000,0.1,0.0025,,0.02,3,3,2.5,25,0.25,709,2.66,,2009-05-26,"2009","5","LZ-14"
24,8.75,10.13,1127,59.8,458.2,104.26,95.6,0.83,0.1,0.022,3.8,3.8,28.54,0.24,14.6,123.67,10.1,0.48,97,639,,,4.077,0.0025,0.005,5e-04,0.05,0.05,1.614,0.122,50000,0.1,0.0025,,0.05,3,3,3.7,22,0.1,736,3.8,,2009-06-24,"2009","6","LZ-05"
23,8.73,8.1,1156,28.6,412.4,98.77,103.2,0.86,0.1,0.022,4.34,4.34,29.56,0.27,12.5,115.42,5.82,0.37,67,722,,,4.128,0.0025,0.005,5e-04,0.05,0.05,1.499,0.123,60000,0.1,0.0025,,0.02,3,3,3.3,22,0.15,789,4.34,,2009-06-24,"2009","6","LZ-06"
24,8.76,10.94,1132,49.2,412.4,106.09,95.6,0.83,0.1,0.022,1.08,1.08,27.35,0.27,13.18,113.85,9.14,0.37,71,671,,,3.055,0.0025,0.005,5e-04,0.05,0.05,1.172,0.113,70000,0.1,0.0025,,820,3,3,1.8,23,0.1,742,1.08,,2009-06-24,"2009","6","LZ-07"
25,8.78,11.31,1125,37,435.3,102.43,93.7,0.86,0.1,0.022,3.26,3.26,28.42,0.23,13.46,119.35,8.52,0.17,75,663,,,4.003,0.0025,0.005,5e-04,0.05,0.05,1.429,0.12,70000,0.1,0.0025,,0.02,3,3,1,24,0.1,738,3.26,,2009-06-24,"2009","6","LZ-04"
24,8.81,11.31,1122,33.2,458.2,102.43,95.6,0.84,0.1,0.022,1.63,1.63,27.61,0.25,12.32,114.24,5.85,0.28,73,652,,,2.767,0.0025,0.005,5e-04,0.05,0.05,1.845,970,60000,0.1,0.0025,,640,3,3,1.3,24,0.09,725,1.63,,2009-06-24,"2009","6","LZ-09"
23.5,8.86,13.17,1124,51,412.4,102.43,110.1,0.76,0.1,0.022,0.54,0.54,27.97,0.27,14.26,126.41,13.33,0.35,53,688,,,3.917,0.0025,0.005,5e-04,0.05,0.05,1.374,0.116,60000,0.1,0.0025,,0.106,3,3,0.85,25,0.1,741,0.54,,2009-06-24,"2009","6","LZ-01"
24,8.82,12.96,1126,25.4,412.4,103.35,95.6,0.77,0.1,0.022,0.54,0.54,37.68,0.26,14.36,126.41,10.32,0.52,114,655,,,4.846,0.0025,0.005,5e-04,0.05,0.05,1.949,0.125,70000,0.1,0.0025,,590,3,3,0.65,25,0.06,769,0.54,,2009-06-24,"2009","6","LZ-11"
24,8.82,9.72,1121,36.1,412.4,93.29,114.7,0.89,0.1,0.022,1.6,1.6,28.75,0.24,9.15,115.81,9.78,0.19,62,666,,,3.375,0.0025,0.005,5e-04,0.05,0.05,1.111,990,70000,0.1,0.0025,,0.05,4000,4000,3,25,0.13,728,1.6,,2009-06-24,"2009","6","LZ-03"
24,8.78,10.53,1117,60,366.6,108.83,95.6,0.84,0.1,0.022,0.54,0.54,30.11,0.26,14.12,120.92,7.87,0.13,58,710,,,4.58,0.0025,0.005,5e-04,0.05,0.05,1.539,0.122,70000,0.1,0.0025,,0.02,3,3,3.75,25,0.08,768,0.54,,2009-06-24,"2009","6","LZ-02"
24,8.62,9.92,1169,20.5,458.2,102.43,133.8,0.77,0.1,0.022,1.08,1.08,19.13,0.24,10.1,100.9,6.87,0.19,26,680,,,0.875,0.0025,0.005,5e-04,0.05,0.05,0.499,0.105,80000,0.1,0.0025,,0.02,3,3,4.15,25,0.25,706,1.08,,2009-06-24,"2009","6","LZ-14"
26,9.02,8.65,1105,35.7,458.22,124.38,106.56,0.99,0.1,0.022,1.09,1.09,18.3,0.131,10,100.77,7.58,0.28,104,598,0.1,,2.038,0.0025,0.005,5e-04,0.05,0.05,1.812,,50000,0.1,0.0025,,790,4000,4000,3.6,23,0.13,702,1.09,,2009-07-13,"2009","7","LZ-05"
25,9.02,8.85,1104,32.1,504.04,125.3,155.4,0.98,0.1,0.022,0.54,0.54,19,0.159,10.84,105.58,7.81,0.38,72,651,0.1,,3.046,0.0025,0.005,5e-04,0.05,0.05,1.399,,60000,0.1,0.0025,,0.02,43000,430000,3.8,22,0.08,723,0.54,,2009-07-13,"2009","7","LZ-06"
26,8.95,8.85,1103,50.6,504.04,118.89,142.08,0.91,0.1,340,1.63,1.63,19.8,0.171,12.57,106.38,9.78,0.35,104,620,0.1,,3.558,0.0025,0.005,5e-04,0.05,0.05,2.21,,60000,0.1,0.0025,,0.02,93000,93000,2.5,23,700,724,1.63,,2009-07-13,"2009","7","LZ-07"
25,8.97,7.86,1084,78.2,549.86,117.07,97.68,0.84,0.1,0.022,0.54,0.54,17.9,0.197,12.36,103.57,12.93,0.61,118,626,0.1,,5.302,0.0025,0.005,5e-04,0.05,0.05,2.602,,5e-04,0.1,0.0025,,0.02,460000,460000,2,24,0.05,744,0.54,,2009-07-13,"2009","7","LZ-04"
26,9.06,8.85,1115,45.2,458.22,122.55,139.86,0.89,0.1,0.022,1.08,1.08,19.57,0.112,10.5,102.37,22.22,0.52,75,632,0.1,,2.503,0.0025,0.005,5e-04,0.05,0.05,1.033,,50000,0.1,0.0025,,0.02,3,3,0.9,26,0.12,707,1.08,,2009-07-13,"2009","7","LZ-09"
26.8,9.04,9.04,1103,68.6,504.04,111.58,150.96,0.8,0.1,0.022,1.08,1.08,19.2,0.125,13.74,109.98,11.17,0.5,125,601,0.1,,3.98,0.0025,0.005,5e-04,0.05,0.05,1.737,,5e-04,0.1,0.0025,,0.02,3,3,2.3,24,700,726,1.08,,2009-07-13,"2009","7","LZ-01"
26,8.98,8.65,1106,118,549.86,123.47,115.44,0.92,0.31,0.01,0.54,0.54,19.3,0.141,20.25,158.44,10.21,0.95,178,642,0.1,,7.084,0.0025,0.005,5e-04,0.05,0.05,4.89,,5e-04,0.1,0.0025,,0.02,230000,23000,0.8,22,0.06,820,0.54,,2009-07-13,"2009","7","LZ-11"
26,9.03,9.83,1107,30.6,458.22,118.89,102.12,0.86,0.1,0.022,1.08,1.08,19.6,0.13,13.23,99.97,6.91,0.24,59,651,0.1,,1.744,0.0025,0.005,5e-04,0.05,0.05,0.678,,5e-04,0.1,0.0025,,0.02,3,3,3.3,22,0.13,710,1.08,,2009-07-13,"2009","7","LZ-03"
25,8.97,6.49,1114,30.6,458.22,118.89,128.76,0.94,0.1,0.022,0.54,0.54,18.9,590,9.78,98.77,30.52,0.26,54,625,0.1,,0.573,0.0025,0.005,5e-04,0.05,0.05,0.804,,5e-04,0.1,0.0025,,0.02,2300,2300,3,21,0.1,679,0.54,,2009-07-13,"2009","7","LZ-02"
25,8.82,9.63,1174,16.4,458.22,117.07,213.12,0.92,0.1,0.022,0.54,0.54,8.53,680,9.48,81.95,5.89,0.14,36,648,0.1,,0.557,0.0025,0.005,5e-04,0.05,0.05,0.351,,5e-04,0.1,0.0025,,0.02,3,3,3.9,26,0.12,684,0.54,,2009-07-13,"2009","7","LZ-14"
24.2,8.8,4.73,1074,27.6,428,114.32,131.58,1.01,0.35,0.022,1.19,1.19,,640,9.96,68.73,2.25,0.34,43,674,0.1,0.1,2.015,0.0025,0.005,5e-04,0.05,0.05,0.798,0.2,70000,0.1,0.0025,,0.02,3,3,2.6,26,0.15,717,1.19,,2009-08-26,"2009","8","LZ-05"
23.9,8.81,4.14,1093,49.7,428,105.46,127.66,1.01,0.1,0.022,1.19,1.19,,0.634,9.94,78.75,0.66,0.17,80,678,0.1,0.1,4.605,0.0025,0.005,5e-04,0.05,0.05,2.141,0.335,90000,0.1,0.0025,,0.02,3,3,3.1,26,0.12,758,1.19,,2009-08-26,"2009","8","LZ-06"
24.1,8.78,3.55,1068,109,412.4,105.46,123.73,1.03,0.1,0.022,0.59,0.59,,0.198,13.98,84.75,,0.64,121,672,0.1,0.1,9.481,0.0025,0.005,5e-04,0.05,0.05,4,0.526,70000,0.1,0.0025,,0.02,90000,90000,0.8,26,0.09,793,0.59,,2009-08-26,"2009","8","LZ-07"
24.3,8.71,3.35,1053,138,389.49,102.8,131.58,1.03,0.1,130,0.59,0.59,,0.273,17.4,96.77,,0.5,150,667,0.1,0.1,12.52,0.0025,0.005,5e-04,0.05,0.05,4.875,0.494,60000,0.1,0.0025,,0.02,40000,40000,0.6,26,700,817,0.59,,2009-08-26,"2009","8","LZ-04"
24.7,8.84,4.54,1084,69.2,412.4,102.8,127.66,0.99,0.1,0.01,1.19,1.19,,0.24,11.56,93.96,9.26,0.33,76,672,0.1,0.1,5.645,0.0025,0.005,5e-04,0.05,0.05,2.025,0.466,5e-04,0.1,0.0025,,520,3,3,1.15,26,0.1,748,1.19,,2009-08-26,"2009","8","LZ-09"
24.8,8.85,4.34,1065,73.3,412.4,103.69,135.61,1.14,0.1,0.022,1.19,1.19,,0.1,15.48,101.17,3.84,1.05,98,710,0.1,0.1,8.006,0.0025,0.005,5e-04,0.05,0.05,3.15,0.477,5e-04,0.1,0.0025,,0.05,150000,150000,0.7,28,0.13,808,1.19,,2009-08-26,"2009","8","LZ-01"
24.4,8.93,5.72,1087,98.3,412.4,101.91,127.7,1.04,0.1,0.022,1.19,1.19,,0.019,15.96,112.8,8.37,0.1,238,556,0.1,0.1,6.129,0.0025,0.005,5e-04,0.05,0.05,3.07,,70000,0.1,0.0025,,0.02,3,3,0.5,28,0.09,794,1.19,,2009-08-26,"2009","8","LZ-11"
24.2,8.91,6.12,1084,22.4,412.4,103.69,127.7,1.11,0.1,0.022,0.59,0.59,,580,7.8,95.96,580,0.38,40,653,0.1,0.1,1.52,0.0025,0.005,5e-04,0.05,0.05,0.605,0.55,5e-04,0.1,0.0025,,570,3,3,3.15,28,0.17,693,0.59,,2009-08-26,"2009","8","LZ-03"
24.7,8.93,6.91,1085,34.5,412.39,97.48,135.5,1.02,0.1,0.022,1.19,1.19,,420,9.02,84.75,420,0.39,80,634,0.1,0.1,2.149,0.0025,0.005,5e-04,0.05,0.05,0.798,0.73,5e-04,0.1,0.0025,,0.02,3,3,2.8,29,0.12,714,1.19,,2009-08-26,"2009","8","LZ-02"
25.6,8.77,7.5,1183,18,504.04,103.69,168.9,1.05,0.1,0.022,1.19,1.19,,250,8.3,98.76,250,0.23,37,721,0.1,0.1,0.608,0.0025,0.005,5e-04,0.05,0.05,0.411,0.764,5e-04,0.1,0.0025,,0.02,3,3,2.8,29,0.12,758,1.19,,2009-08-26,"2009","8","LZ-14"
25.8,8.85,5.73,978,26,396,115.2,153.1,0.858,0.1,0.022,0.89,0.89,,0.34,6.9,108.88,4.68,0.151,38,632,0.1,0.198,2.193,0.0025,0.005,5e-04,0.05,0.05,0.773,,80000,0.1,0.0025,,0.02,3,3,3.44,27,,670,0.89,,2009-09-23,"2009","9","LZ-05"
25.4,8.85,6.72,963,44.1,428,102.8,145.3,0.865,0.1,0.022,0.89,0.89,,0.305,5.66,86.42,4.89,0.159,63,625,0.1,0.198,2.881,0.0025,0.005,5e-04,0.05,0.05,1.025,,1100,0.1,0.0025,,510,7000,7000,3.68,26.8,,688,0.89,,2009-09-23,"2009","9","LZ-06"
26.9,8.91,6.52,1053,57.5,406,104.5,145.3,0.828,0.1,0.022,0.89,0.89,,0.297,6.02,111.54,7.89,0.498,71,654,0.1,0.198,5.065,0.0025,0.005,5e-04,0.05,0.05,2.149,,70000,0.1,0.0025,,0.02,4000,4000,1.5,28,,725,0.89,,2009-09-23,"2009","9","LZ-07"
26.8,8.93,6.52,1082,93.25,406,106.35,153,0.86,0.1,0.022,0.89,0.89,,0.355,14.76,128.68,5.16,0.639,112,627,0.1,0.397,8.391,0.0025,0.005,5e-04,0.05,0.05,4.08,,50000,0.1,0.0025,,0.02,43000,43000,0.9,28,,739,0.89,,2009-09-23,"2009","9","LZ-04"
26.8,8.94,9.09,1086,48.85,406,129.7,135.5,0.877,0.1,0.022,0.89,0.89,,0.302,7.4,109.64,1.6,0.45,60,616,0.1,0.397,3.532,0.0025,0.005,5e-04,0.05,0.05,1.272,,60000,0.1,0.0025,,0.02,9000,9000,2.5,29,,676,0.89,,2009-09-23,"2009","9","LZ-09"
28,9.02,9.29,1060,51.3,428,99.2,141.4,0.897,0.1,0.022,0.89,0.89,,0.297,9.98,127.15,4.09,0.496,84,613,0.1,0.597,5.744,0.0025,0.005,5e-04,0.05,0.05,2.486,,5e-04,0.1,0.0025,,0.02,3,3,1,30,,697,0.89,,2009-09-23,"2009","9","LZ-01"
27.1,9.11,12.45,1033,79.9,385,95.7,137.4,0.817,0.1,0.022,0.89,0.89,,0.402,13.42,110.78,1.81,0.742,108,587,0.1,0.397,5.453,0.0025,0.005,5e-04,0.05,0.05,2.12,,60000,0.1,0.0025,,0.02,3,3,1,30,,695,0.89,,2009-09-23,"2009","9","LZ-11"
26.5,9.04,9.29,1088,27.75,396,106.3,141.4,0.973,0.1,0.022,0.89,0.89,,0.359,6.01,69,1.39,0.27,33,605,0.1,0.298,1.693,0.0025,0.005,5e-04,0.05,0.05,0.522,,70000,0.1,0.0025,,0.02,3,3,3.43,29,,638,0.89,,2009-09-23,"2009","9","LZ-03"
25.7,8.95,8.69,1083,32.2,449,129.7,137.4,0.968,0.1,0.022,0.89,0.89,,0.404,6.03,76.52,3,0.467,49,624,0.1,0.198,2.44,0.0025,0.005,5e-04,0.05,0.05,0.807,,70000,0.1,0.0025,,0.02,3,3,3.9,29,,673,0.89,,2009-09-23,"2009","9","LZ-02"
